id,sentiment
6497,positive
8418,positive
314,positive
31147,positive
24536,positive
10865,positive
41932,positive
31339,positive
9563,positive
15833,positive
2966,positive
27524,positive
18683,positive
35627,positive
34584,positive
38179,positive
30809,positive
45972,positive
43881,positive
32455,positive
19716,positive
35224,positive
1672,positive
24109,positive
42308,positive
3988,positive
2726,positive
31980,positive
409,positive
13669,positive
39330,positive
26110,positive
10803,positive
40803,positive
47334,positive
32140,positive
16868,positive
37938,positive
34282,positive
19932,positive
3230,positive
39855,positive
26297,positive
21051,positive
32594,positive
2984,positive
14944,positive
45891,positive
19052,positive
30754,positive
669,positive
27846,positive
613,positive
38528,positive
46265,positive
11940,positive
24170,positive
22000,positive
41635,positive
46173,positive
35300,positive
4495,positive
20274,positive
28428,positive
48287,positive
30321,positive
39586,positive
40853,positive
32277,positive
40604,positive
37529,positive
15792,positive
27304,positive
35021,positive
39216,positive
38849,positive
9850,positive
41602,positive
2337,positive
16161,positive
44806,positive
29154,positive
12573,positive
33775,positive
47619,positive
26419,positive
36521,positive
38295,positive
6708,positive
20802,positive
16902,positive
20710,positive
12607,positive
20085,positive
24712,positive
22518,positive
49760,positive
41790,positive
49343,positive
39426,positive
27574,positive
28997,positive
6144,positive
42738,positive
31792,positive
21728,positive
46653,positive
20984,positive
640,positive
2900,positive
35873,positive
5940,positive
29028,positive
18787,positive
7432,positive
29853,positive
253,positive
13371,positive
43069,positive
43533,positive
15759,positive
35292,positive
15653,positive
29188,positive
26785,positive
48029,positive
46820,positive
8558,positive
44642,positive
37250,positive
31427,positive
17723,positive
21029,positive
27513,positive
1002,positive
10341,positive
47936,positive
34895,positive
48708,positive
42151,positive
11,positive
49435,positive
7737,positive
3042,positive
24233,positive
11405,positive
9365,positive
46492,positive
22795,positive
48454,positive
16940,positive
24228,positive
30726,positive
39296,positive
4556,positive
32486,positive
45496,positive
49350,positive
14505,positive
41516,positive
21476,positive
45823,positive
35017,positive
41014,positive
14561,positive
19259,positive
14633,positive
8914,positive
36575,positive
45837,positive
17267,positive
31519,positive
35903,positive
16356,positive
2449,positive
5304,positive
10230,positive
1571,positive
42447,positive
36447,positive
40445,positive
5617,positive
29551,positive
17526,positive
20177,positive
14278,positive
13433,positive
9137,positive
46959,positive
21963,positive
26827,positive
42520,positive
25664,positive
16829,positive
31712,positive
47301,positive
11975,positive
27717,positive
32608,positive
24,positive
28639,positive
25880,positive
12766,positive
6299,positive
5583,positive
42509,positive
1976,positive
31596,positive
30160,positive
10118,positive
37026,positive
19045,positive
5409,positive
18843,positive
17411,positive
29573,positive
21556,positive
31069,positive
28014,positive
24180,positive
26330,positive
32309,positive
34330,positive
3553,positive
49038,positive
6285,positive
31105,positive
25609,positive
3238,positive
8912,positive
25473,positive
25517,positive
46960,positive
27686,positive
43749,positive
21166,positive
37239,positive
6070,positive
23337,positive
14800,positive
6793,positive
21219,positive
22312,positive
15714,positive
3725,positive
43618,positive
6540,positive
33800,positive
35957,positive
47671,positive
7345,positive
43790,positive
34644,positive
29095,positive
49187,positive
7678,positive
2578,positive
27041,positive
13533,positive
43085,positive
48543,positive
21625,positive
23834,positive
13808,positive
20200,positive
44370,positive
723,positive
8715,positive
1311,positive
38516,positive
21698,positive
34069,positive
11913,positive
25567,positive
43801,positive
36069,positive
31168,positive
31882,positive
40786,positive
32393,positive
36702,positive
19307,positive
26083,positive
34839,positive
22617,positive
37623,positive
31942,positive
30764,positive
38984,positive
34806,positive
10982,positive
15084,positive
17275,positive
1014,positive
36754,positive
13457,positive
35287,positive
40978,positive
15695,positive
39063,positive
19228,positive
13334,positive
5894,positive
6458,positive
32234,positive
38025,positive
30445,positive
15092,positive
44477,positive
47513,positive
27638,positive
23894,positive
20947,positive
5880,positive
39702,positive
22925,positive
31457,positive
40051,positive
39160,positive
15749,positive
30015,positive
7174,positive
25818,positive
16292,positive
4044,positive
15243,positive
44581,positive
38722,positive
35703,positive
17562,positive
4205,positive
41213,positive
36222,positive
19751,positive
35677,positive
37831,positive
10896,positive
36352,positive
12067,positive
42087,positive
5848,positive
36974,positive
41830,positive
20934,positive
43670,positive
34408,positive
38573,positive
38223,positive
23542,positive
1306,positive
5173,positive
19465,positive
8475,positive
10741,positive
31174,positive
27081,positive
35611,positive
44485,positive
8335,positive
2297,positive
12685,positive
36367,positive
24284,positive
46852,positive
40319,positive
21046,positive
36361,positive
46276,positive
38242,positive
18526,positive
31005,positive
20289,positive
48727,positive
23511,positive
4242,positive
10159,positive
14820,positive
6189,positive
14262,positive
46651,positive
30638,positive
44089,positive
38515,positive
47246,positive
14978,positive
5738,positive
2778,positive
11932,positive
3247,positive
26920,positive
19984,positive
8268,positive
43689,positive
6859,positive
22668,positive
11843,positive
24908,positive
12597,positive
9858,positive
17971,positive
13125,positive
49326,positive
41371,positive
40931,positive
20348,positive
1205,positive
47685,positive
34686,positive
10423,positive
8392,positive
1506,positive
3339,positive
31550,positive
47004,positive
29880,positive
30871,positive
31627,positive
24226,positive
21747,positive
10761,positive
42163,positive
30866,positive
22865,positive
15192,positive
1477,positive
18970,positive
4153,positive
10875,positive
16681,positive
36297,positive
46292,positive
40216,positive
15396,positive
40538,positive
33755,positive
6143,positive
27878,positive
4579,positive
29804,positive
9912,positive
47118,positive
4397,positive
20779,positive
37876,positive
5907,positive
8180,positive
33504,positive
5380,positive
12443,positive
30313,positive
44807,positive
25835,positive
38556,positive
10874,positive
32600,positive
38855,positive
7280,positive
41031,positive
32460,positive
1865,positive
46683,positive
44942,positive
37238,positive
44503,positive
10863,positive
37858,positive
24953,positive
12030,positive
35145,positive
40369,positive
45776,positive
17437,positive
41693,positive
21347,positive
9407,positive
2791,positive
45267,positive
31923,positive
5218,positive
12927,positive
26397,positive
2596,positive
10603,positive
23004,positive
29552,positive
10538,positive
3387,positive
8816,positive
39194,positive
29249,positive
23308,positive
42469,positive
38241,positive
20476,positive
35121,positive
12241,positive
10010,positive
17974,positive
4007,positive
7452,positive
8345,positive
31344,positive
36527,positive
28495,positive
4542,positive
7465,positive
14394,positive
15217,positive
37484,positive
13451,positive
45265,positive
4921,positive
18736,positive
36360,positive
14357,positive
19476,positive
41879,positive
21407,positive
4907,positive
37559,positive
34784,positive
9866,positive
15017,positive
16423,positive
45803,positive
27894,positive
38865,positive
31072,positive
16900,positive
40925,positive
45838,positive
38972,positive
24634,positive
37034,positive
16765,positive
13799,positive
1588,positive
701,positive
36169,positive
30974,positive
13450,positive
30534,positive
41294,positive
2218,positive
21456,positive
11773,positive
6916,positive
47033,positive
36347,positive
6876,positive
20134,positive
34002,positive
33727,positive
1890,positive
37844,positive
35967,positive
46060,positive
29757,positive
26806,positive
35246,positive
18909,positive
22931,positive
12318,positive
24076,positive
43905,positive
1179,positive
29558,positive
32387,positive
20060,positive
397,positive
48891,positive
42981,positive
36645,positive
43571,positive
29437,positive
48184,positive
19853,positive
41557,positive
24036,positive
49106,positive
24034,positive
5037,positive
37032,positive
26661,positive
19142,positive
20324,positive
49770,positive
9740,positive
46705,positive
27220,positive
33379,positive
43844,positive
9149,positive
4797,positive
49588,positive
11001,positive
7113,positive
933,positive
25437,positive
10251,positive
41862,positive
9948,positive
39195,positive
49652,positive
49873,positive
31832,positive
4820,positive
9721,positive
20180,positive
36351,positive
22973,positive
46185,positive
39387,positive
22488,positive
5874,positive
16533,positive
18633,positive
26019,positive
29597,positive
29557,positive
5376,positive
9754,positive
40816,positive
39048,positive
15403,positive
35451,positive
359,positive
22057,positive
5544,positive
32930,positive
41786,positive
29815,positive
42637,positive
44028,positive
2655,positive
7161,positive
10180,positive
9736,positive
1855,positive
41254,positive
40239,positive
35302,positive
37354,positive
37299,positive
22055,positive
29327,positive
9467,positive
22580,positive
48967,positive
42145,positive
2803,positive
37360,positive
18846,positive
34541,positive
4940,positive
1330,positive
5242,positive
48545,positive
48572,positive
23606,positive
44152,positive
34144,positive
37284,positive
1764,positive
42126,positive
33012,positive
17469,positive
1013,positive
17445,positive
28900,positive
49565,positive
21441,positive
601,positive
7089,positive
33719,positive
41483,positive
1181,positive
12178,positive
37525,positive
31853,positive
37275,positive
45499,positive
23837,positive
1982,positive
27003,positive
17133,positive
8474,positive
2375,positive
36243,positive
7381,positive
2392,positive
8440,positive
6555,positive
19267,positive
41579,positive
40178,positive
44867,positive
7333,positive
10967,positive
25291,positive
17443,positive
16240,positive
38354,positive
34707,positive
5589,positive
8881,positive
3497,positive
20487,positive
39127,positive
29094,positive
2898,positive
39713,positive
3589,positive
22035,positive
11709,positive
28732,positive
34962,positive
10279,positive
14461,positive
48164,positive
48439,positive
4511,positive
23576,positive
23671,positive
39490,positive
23005,positive
24710,positive
43132,positive
22202,positive
44757,positive
32271,positive
17624,positive
37883,positive
10221,positive
32649,positive
35558,positive
3890,positive
3295,positive
44493,positive
17068,positive
43731,positive
31240,positive
20391,positive
26416,positive
38371,positive
24206,positive
10172,positive
1676,positive
20708,positive
23819,positive
10490,positive
45029,positive
14553,positive
3254,positive
49318,positive
43076,positive
28,positive
40654,positive
32746,positive
7250,positive
37544,positive
21934,positive
45444,positive
33268,positive
6898,positive
14816,positive
11400,positive
48989,positive
16485,positive
34216,positive
33050,positive
46992,positive
4596,positive
28275,positive
15437,positive
7917,positive
29343,positive
1972,positive
14955,positive
10092,positive
46998,positive
17600,positive
49918,positive
18953,positive
4566,positive
38626,positive
41958,positive
37951,positive
5948,positive
3486,positive
14915,positive
3222,positive
27182,positive
47624,positive
21627,positive
42871,positive
16643,positive
8097,positive
7399,positive
37940,positive
19850,positive
28591,positive
7671,positive
3153,positive
47678,positive
37427,positive
16721,positive
49914,positive
32737,positive
20185,positive
48667,positive
46444,positive
25653,positive
12019,positive
33108,positive
27507,positive
38164,positive
45198,positive
166,positive
35028,positive
39375,positive
25879,positive
23729,positive
46063,positive
40056,positive
40289,positive
3701,positive
39405,positive
4818,positive
42942,positive
32341,positive
46483,positive
1033,positive
31989,positive
9767,positive
21876,positive
965,positive
3264,positive
13462,positive
9455,positive
20147,positive
13096,positive
25426,positive
11805,positive
19992,positive
7900,positive
31409,positive
25414,positive
10961,positive
18061,positive
15045,positive
15316,positive
22767,positive
47497,positive
1782,positive
6346,positive
431,positive
25836,positive
14827,positive
27082,positive
24348,positive
11320,positive
44068,positive
34062,positive
14441,positive
19126,positive
15018,positive
13241,positive
19286,positive
1618,positive
30062,positive
42210,positive
16937,positive
33319,positive
4944,positive
2983,positive
16638,positive
47256,positive
30857,positive
17376,positive
45297,positive
26792,positive
40266,positive
38437,positive
43162,positive
31214,positive
9463,positive
20668,positive
3385,positive
5110,positive
13036,positive
23115,positive
18967,positive
4217,positive
13493,positive
43012,positive
41178,positive
43657,positive
44764,positive
36844,positive
44512,positive
21657,positive
24860,positive
32886,positive
46250,positive
21653,positive
26012,positive
39017,positive
39382,positive
41258,positive
9141,positive
18246,positive
7150,positive
832,positive
2788,positive
21485,positive
37015,positive
15905,positive
8421,positive
43394,positive
25657,positive
457,positive
48798,positive
2102,positive
43351,positive
16339,positive
39532,positive
49990,positive
15606,positive
46107,positive
25820,positive
21765,positive
44860,positive
2793,positive
29460,positive
10174,positive
7429,positive
3359,positive
35965,positive
1524,positive
19212,positive
9838,positive
19372,positive
21984,positive
43449,positive
30713,positive
6556,positive
2509,positive
36175,positive
12299,positive
12310,positive
49557,positive
1164,positive
2523,positive
39357,positive
17467,positive
45911,positive
26183,positive
12120,positive
45178,positive
7398,positive
5626,positive
38847,positive
42331,positive
30184,positive
10568,positive
27522,positive
23345,positive
38743,positive
15407,positive
42252,positive
18505,positive
25431,positive
36595,positive
40767,positive
47567,positive
14444,positive
7903,positive
15291,positive
746,positive
2383,positive
8340,positive
47180,positive
30990,positive
41016,positive
35961,positive
39774,positive
29884,positive
38870,positive
7290,positive
26483,positive
8896,positive
21308,positive
12457,positive
45569,positive
49704,positive
5309,positive
36537,positive
26296,positive
34755,positive
16574,positive
17916,positive
3025,positive
39578,positive
27340,positive
22470,positive
13889,positive
49777,positive
19364,positive
28705,positive
15569,positive
15222,positive
8294,positive
36370,positive
24998,positive
30851,positive
39956,positive
3225,positive
40488,positive
6990,positive
13551,positive
16469,positive
10970,positive
33183,positive
44332,positive
11533,positive
17205,positive
41193,positive
28085,positive
22867,positive
11250,positive
16468,positive
25335,positive
13034,positive
18556,positive
46579,positive
47647,positive
26408,positive
36285,positive
20605,positive
21918,positive
47594,positive
44439,positive
24098,positive
24787,positive
18807,positive
40244,positive
28307,positive
29696,positive
7177,positive
45564,positive
10579,positive
38418,positive
30929,positive
27026,positive
44846,positive
46731,positive
38762,positive
39603,positive
25053,positive
345,positive
47628,positive
41532,positive
40894,positive
44490,positive
26823,positive
9428,positive
42644,positive
26510,positive
25799,positive
27552,positive
49176,positive
47419,positive
2054,positive
36002,positive
9391,positive
26946,positive
33094,positive
38071,positive
23901,positive
44181,positive
19144,positive
26606,positive
8678,positive
18225,positive
5561,positive
35819,positive
46193,positive
16014,positive
15246,positive
38589,positive
4758,positive
46494,positive
16311,positive
12688,positive
25827,positive
32063,positive
4696,positive
36913,positive
28477,positive
2453,positive
6494,positive
1558,positive
24949,positive
46614,positive
8915,positive
23718,positive
41437,positive
16731,positive
3806,positive
851,positive
7889,positive
17509,positive
37337,positive
34891,positive
15108,positive
7664,positive
39002,positive
3451,positive
31817,positive
23591,positive
30402,positive
29221,positive
6480,positive
13676,positive
26015,positive
38888,positive
44005,positive
32097,positive
13318,positive
3186,positive
16011,positive
3343,positive
20443,positive
31090,positive
21805,positive
22197,positive
21357,positive
15015,positive
38937,positive
38108,positive
31926,positive
47465,positive
12061,positive
38208,positive
27968,positive
32253,positive
10154,positive
39166,positive
41296,positive
18901,positive
31687,positive
36797,positive
12497,positive
44573,positive
30186,positive
29704,positive
24802,positive
19677,positive
11429,positive
48866,positive
460,positive
35522,positive
38716,positive
33096,positive
19113,positive
16012,positive
44216,positive
31877,positive
20757,positive
18734,positive
28080,positive
39477,positive
26238,positive
5011,positive
17412,positive
13603,positive
30562,positive
15085,positive
21083,positive
36795,positive
7838,positive
45149,positive
29955,positive
5418,positive
10097,positive
36807,positive
16197,positive
4793,positive
36064,positive
41105,positive
33192,positive
7543,positive
17958,positive
14213,positive
29631,positive
17447,positive
43859,positive
33723,positive
25668,positive
48638,positive
4987,positive
11629,positive
46248,positive
39313,positive
49974,positive
6613,positive
240,positive
21155,positive
22455,positive
37038,positive
2583,positive
43597,positive
4127,positive
43734,positive
34243,positive
17787,positive
23183,positive
11415,positive
15304,positive
34101,positive
18413,positive
14081,positive
22158,positive
8589,positive
25391,positive
21759,positive
12032,positive
25275,positive
3189,positive
17286,positive
31199,positive
11379,positive
40280,positive
12990,positive
46858,positive
3174,positive
18134,positive
13210,positive
28047,positive
44750,positive
21279,positive
45676,positive
15744,positive
48492,positive
21426,positive
37469,positive
34985,positive
13050,positive
48310,positive
30647,positive
38661,positive
11977,positive
11225,positive
36861,positive
12482,positive
42019,positive
2885,positive
38333,positive
27533,positive
37180,positive
48096,positive
33634,positive
42767,positive
29769,positive
28279,positive
27684,positive
20951,positive
8282,positive
9386,positive
10197,positive
32280,positive
15443,positive
13342,positive
32717,positive
5442,positive
23865,positive
34093,positive
37006,positive
21091,positive
16295,positive
4389,positive
16350,positive
2552,positive
16482,positive
21201,positive
15167,positive
5437,positive
24676,positive
8845,positive
43892,positive
6101,positive
4442,positive
689,positive
31944,positive
2869,positive
32263,positive
20106,positive
17888,positive
31531,positive
13661,positive
24424,positive
17880,positive
35754,positive
32494,positive
6917,positive
18456,positive
19578,positive
48311,positive
2621,positive
47050,positive
7059,positive
16918,positive
27900,positive
39914,positive
14111,positive
23536,positive
43430,positive
17524,positive
24106,positive
28802,positive
22155,positive
38512,positive
26112,positive
11810,positive
2368,positive
12713,positive
28221,positive
8666,positive
6714,positive
12728,positive
35136,positive
37037,positive
29965,positive
2952,positive
12044,positive
37107,positive
20769,positive
32188,positive
30330,positive
4383,positive
26799,positive
7702,positive
8072,positive
41072,positive
39559,positive
21645,positive
48608,positive
22261,positive
5353,positive
18973,positive
48080,positive
18346,positive
23193,positive
11934,positive
22813,positive
2724,positive
5238,positive
7544,positive
17860,positive
3559,positive
11204,positive
28714,positive
5986,positive
5820,positive
481,positive
48604,positive
47565,positive
1847,positive
39880,positive
45077,positive
25520,positive
49299,positive
35259,positive
19883,positive
19894,positive
31841,positive
14396,positive
27947,positive
22222,positive
49451,positive
42276,positive
10651,positive
30776,positive
679,positive
8166,positive
41699,positive
46674,positive
14809,positive
33200,positive
36141,positive
45309,positive
40599,positive
36902,positive
42349,positive
33532,positive
26090,positive
35847,positive
45684,positive
25616,positive
32945,positive
2690,positive
45511,positive
44972,positive
45557,positive
30546,positive
39837,positive
23092,positive
7954,positive
26383,positive
47308,positive
48434,positive
46787,positive
36815,positive
9135,positive
22271,positive
10395,positive
12500,positive
20434,positive
40265,positive
1131,positive
49817,positive
13761,positive
39753,positive
29625,positive
41068,positive
26502,positive
15616,positive
33557,positive
24690,positive
2455,positive
18608,positive
3163,positive
15346,positive
14457,positive
19095,positive
43372,positive
46390,positive
26614,positive
42169,positive
26370,positive
13677,positive
35595,positive
2597,positive
36792,positive
11603,positive
37139,positive
3512,positive
20335,positive
8878,positive
5090,positive
19563,positive
24398,positive
8735,positive
24813,positive
19329,positive
30972,positive
48177,positive
43130,positive
15850,positive
7687,positive
19037,positive
49815,positive
28158,positive
25696,positive
542,positive
37417,positive
11561,positive
31028,positive
46638,positive
11367,positive
12699,positive
34209,positive
32630,positive
38526,positive
38786,positive
33015,positive
26102,positive
12853,positive
26323,positive
33322,positive
8200,positive
26843,positive
23589,positive
8951,positive
1294,positive
36636,positive
6082,positive
9820,positive
42488,positive
7166,positive
39629,positive
4936,positive
35940,positive
49367,positive
6854,positive
41851,positive
20191,positive
39789,positive
27123,positive
13240,positive
48338,positive
48771,positive
41990,positive
49765,positive
25261,positive
39825,positive
8077,positive
31869,positive
48515,positive
1310,positive
15212,positive
10355,positive
16430,positive
16716,positive
5262,positive
45975,positive
28444,positive
8661,positive
46930,positive
32881,positive
24020,positive
5893,positive
11743,positive
16545,positive
9453,positive
17259,positive
816,positive
23407,positive
40818,positive
43137,positive
39598,positive
43470,positive
45553,positive
7812,positive
32761,positive
39446,positive
29777,positive
32559,positive
6430,positive
19196,positive
40016,positive
23475,positive
10205,positive
32133,positive
33447,positive
9919,positive
1231,positive
25255,positive
20051,positive
141,positive
4212,positive
42217,positive
25767,positive
42587,positive
37266,positive
12425,positive
39857,positive
41114,positive
33551,positive
9832,positive
45852,positive
28547,positive
39407,positive
46654,positive
13623,positive
44741,positive
47059,positive
29399,positive
27225,positive
34437,positive
22344,positive
37694,positive
38779,positive
41175,positive
48781,positive
18747,positive
41864,positive
43014,positive
29044,positive
48051,positive
28707,positive
42730,positive
46513,positive
29499,positive
24580,positive
26036,positive
33347,positive
36197,positive
19856,positive
21045,positive
32558,positive
37000,positive
29770,positive
1698,positive
32604,positive
44730,positive
38991,positive
42373,positive
11601,positive
43280,positive
26245,positive
20339,positive
43093,positive
29099,positive
47943,positive
28996,positive
42487,positive
39080,positive
5047,positive
12322,positive
25169,positive
19962,positive
30046,positive
40306,positive
21736,positive
36016,positive
29296,positive
31012,positive
47954,positive
10981,positive
9620,positive
40715,positive
68,positive
40226,positive
24577,positive
670,positive
15766,positive
49895,positive
